"id","year","x1","x2","x3","z1","z2","z3","y","x_sum"
1,2015,1.37023548572915,2,NA,1.54397197315114,3,0.811371645737178,37.136869658181,NA
1,2018,20.0105701750904,1,0.756397015036782,1.42928656357422,1,2.81233357046971,55.9288236727375,21.7669671901272
1,2019,9.30286839336782,4,1.1388910459209,1.87535367378411,3,1.72463685826812,55.8727463383719,14.4417594392887
1,2022,NA,5,NA,1.74138853930093,0,1.60029774218774,51.234391081725,NA
1,2024,21.6370439335788,4,0.84577305825951,1.8666528785325,2,0.805713165205957,54.1775016210198,26.4828169918383
2,2008,NA,NA,0.464984806574648,1.88071861722393,0,2.41929045629313,41.1465666015691,NA
2,2009,NA,0,0.532001247163862,1.66473610711804,2,1.89916091464518,47.3843301790064,NA
2,2010,NA,NA,0.255220852835919,1.6701580081016,3,0.75357650524518,40.4778197400269,NA
2,2011,2.11021998062756,1,0.129051595344208,1.97307529880044,0,0.834769520157957,29.7379879631328,3.23927157597177
2,2012,NA,1,0.706795103455079,1.99043584208969,0,1.39292017573489,39.7605676202328,NA
2,2013,NA,1,NA,1.44859904743996,0,1.55946315417949,32.8782754919031,NA
2,2014,17.7395540458353,NA,0.315082190485555,1.887575588971,2,0.712943411981475,44.3889681581366,NA
2,2016,NA,1,0.31968588163727,1.77917797108551,1,1.59224000452038,46.8872904699585,NA
2,2017,NA,NA,0.585270882496843,1.97983211027721,1,2.42807405962567,52.8817948338111,NA
2,2019,13.8675483486159,3,0.956777406157926,1.84714619791034,1,0.206170564938312,36.0690709914581,17.8243257547738
2,2022,15.009736204122,4,NA,1.69842206265787,2,1.11793756526224,45.0191641042322,NA
2,2024,NA,2,0.895365072559798,1.84179194208855,5,0.828782559551604,58.974429240818,NA
3,2008,4.32313389862134,NA,0.159914876843686,2.05066986193255,3,0.988771066006834,40.2297695956506,NA
3,2009,-8.83889166909466,0,-0.182671027476317,1.69131348295549,1,1.2210968343715,13.064027710269,-9.02156269657098
3,2010,NA,NA,NA,2.14635536874351,3,2.14132714776047,63.9100177416118,NA
3,2011,NA,NA,NA,NA,2,2.97068178918463,69.0243788864115,NA
3,2012,8.36073132027082,0,0.483859564934392,1.84962164536009,1,2.42695128286944,53.0369569498083,8.84459088520521
3,2013,3.35569715180236,1,0.702936208079336,2.2384435748365,1,1.30707863099263,41.6578997232809,5.0586333598817
3,2015,NA,2,0.585455933687626,NA,3,3.05890919927764,61.9422581438055,NA
3,2016,NA,NA,NA,1.93792851891187,3,2.37515207043083,64.608590281332,NA
3,2017,13.4996085446621,3,0.477953503897879,2.19653005806375,1,0.594436944784231,33.8508425277071,16.97756204856
3,2018,NA,3,0.514518204829074,1.88730536801227,2,0.788421604408915,48.314085055863,NA
3,2019,11.9061029145412,0,0.564002789105871,1.74356616435169,1,0.578948553941826,29.4002933493935,12.470105703647
3,2020,NA,3,0.44316022474959,1.62165221064491,1,0.758021532255771,36.1259926563806,NA
3,2021,NA,NA,0.861161826294847,1.7411424738176,2,0.731153597217586,44.6246665020752,NA
3,2022,NA,0,1.32472770595632,1.89998936363254,1,1.36270333908359,67.2790947884549,NA
3,2023,NA,4,0.646053422518889,2.00430518147056,0,0.706306892425657,35.7455746893032,NA
3,2024,NA,1,NA,NA,1,3.20689122570218,68.4886736624741,NA
4,2017,NA,1,0.554647019409458,1.79339228035899,2,0.957226619184385,41.025746593538,NA
4,2023,NA,0,1.38628693010833,NA,2,1.31881243286911,56.2132088905662,NA
5,2018,NA,3,NA,1.92066226611899,1,0.767096002333265,49.0675437897275,NA
6,2008,NA,NA,0.3714295544778,NA,4,2.15958796346795,67.9486767596486,NA
6,2010,4.77924408290119,0,NA,1.80441013202147,4,0.893386818651551,40.2878169305785,NA
6,2011,NA,0,NA,2.07313565930188,1,1.37358046727188,52.0975713515493,NA
6,2012,NA,1,0.151233905198751,NA,6,1.24326363788992,58.503034342857,NA
6,2013,8.63985931239608,1,0.128017405950231,1.86898137692644,2,1.88643036338938,45.2751530247872,9.76787671834632
6,2015,NA,NA,NA,NA,4,2.99972640844818,70.1202805019967,NA
6,2016,14.0361699100849,0,0.946794912757468,NA,3,0.333106911351479,40.0020311033789,14.9829648228424
6,2017,NA,3,0.360015286001726,1.87869054899283,1,1.5841214794205,49.2191079856258,NA
6,2019,23.5979457789635,0,0.468127528030891,1.89190429972074,1,0.420390512084154,48.0514741539417,24.0660733069944
6,2020,NA,1,0.733210059363046,1.76836026497483,1,0.526371709457564,47.3138084876445,NA
6,2021,23.3990202858588,NA,0.617460155146546,1.46694631058897,3,1.26862587168988,48.3937789403732,NA
6,2022,NA,3,0.691908065811731,NA,1,1.16156332055692,59.6756245210065,NA
6,2023,20.0933529530848,NA,1.23433927053702,1.89680849767017,1,1.57135678262501,61.0993832205524,NA
6,2024,16.1108955976865,2,1.04011502528738,1.92449383395584,2,0.796028337425675,45.3162432946365,19.1510106229739
7,2008,NA,NA,0.277527513957466,1.86733899499724,1,3.50321025452775,71.5446048572316,NA
7,2009,NA,NA,0.457798309987993,2.00170879222254,5,1.82226068029613,41.3659361496568,NA
7,2011,NA,1,0.100750997313298,1.68597018125551,3,0.989654694872491,43.9394786579059,NA
7,2014,NA,1,0.353438597390777,1.58220749658916,4,0.321545789076274,37.5074197193889,NA
7,2015,NA,1,0.924355214374373,2.09997485084191,2,1.0254590803684,35.81111183892,NA
7,2017,NA,1,NA,1.6008469904401,5,1.49214808066116,59.1478793621616,NA
7,2020,19.4044856720677,4,1.0696092297585,1.79590471140157,1,0.471129728777615,38.3885789458323,24.4740949018262
7,2023,25.3444369060358,NA,1.262632933227,1.97250169503561,1,0.763474668778127,51.8820171793657,NA
7,2024,NA,NA,1.1589139150019,2.00419478468804,2,1.94265812341165,54.7749046334977,NA
8,2009,12.6445022333658,NA,0.466474638480577,1.85989794290342,1,1.36728025438233,38.671200741847,NA
8,2011,NA,0,0.199402942380402,1.74626657790812,2,0.674113934357025,31.7024833854381,NA
8,2013,8.6138845813548,2,0.0949132266978268,1.74405562465023,1,0.574312382467848,29.5145745678659,10.7087978080526
8,2015,20.7406795778159,NA,0.4080978493148,NA,2,0.94057303929899,58.4775722180099,NA
8,2016,19.1631596099712,0,0.297881308026263,1.6012705203562,2,0.773346230595206,42.2180540999303,19.4610409179975
8,2019,NA,2,NA,1.7561316924437,3,2.2103031791541,64.8791409482982,NA
8,2021,19.9533451841264,0,0.778043621568941,1.59329192576446,0,0.675682009983516,38.7308351903894,20.7313888056954
9,2008,NA,0,-0.267454934903071,1.86553934119701,3,1.31135212669644,17.9129223780318,NA
9,2009,NA,NA,-0.240100398703362,1.54958510955878,4,1.48501954938152,42.5479509305644,NA
9,2013,NA,NA,NA,1.8352976483917,1,1.91623782182381,54.7656791396065,NA
9,2014,6.69831809305037,NA,0.341777844761964,1.8204621358856,1,1.30222014825502,39.6756372314419,NA
9,2015,NA,NA,0.825900765441475,1.63170861696486,1,1.84160214584201,50.351986060828,NA
9,2022,20.6927836175184,NA,0.715140051048365,1.92411691491084,3,1.55620206827982,67.2432898030055,NA
10,2011,NA,0,0.632947918056743,NA,0,0.448582676086916,33.2027511009347,NA
10,2014,NA,NA,0.288183843062143,NA,2,2.377189023627,61.4308301140935,NA
10,2018,NA,NA,NA,1.81237045585308,4,2.64439158364097,70.9448297567791,NA
10,2020,10.223641321875,NA,0.97111640140065,1.76199165278604,1,1.11168247286174,43.4165842912103,NA
10,2022,NA,NA,1.31126847381529,NA,2,1.47418900953258,61.9626318967934,NA
10,2024,NA,NA,1.17160832646186,NA,4,2.88091012024757,86.3283612534806,NA
11,2008,0.236621660471201,0,0.416781633030041,NA,1,1.36136867223625,32.669297831115,0.653403293501242
11,2009,NA,0,NA,1.72034722461883,3,1.77836305607471,45.4436398650472,NA
11,2010,-2.62629698445903,1,0.419803161435993,1.69730996901444,2,0.843015545866241,28.282862278264,-1.20649382302304
