"id","year","x1","x2","x3","z1","z2","z3","y","x_sum"
1,2008,NA,0,0.00300358708773274,NA,3,1.29818103530665,43.0312903656771,NA
1,2010,NA,NA,0.473467007643194,NA,2,3.06836284921328,69.1590463239612,NA
1,2011,NA,1,-0.116326679766644,NA,0,0.254999859521579,27.9790705298181,NA
1,2012,11.5985720674958,1,0.337110951601062,2.13467093329239,1,0.178529933573371,21.1948883109492,12.9356830190968
1,2013,3.8996043893444,NA,0.372747401008382,1.91638714983805,2,1.08212580564013,45.3771116353789,NA
1,2014,8.62431628051695,2,0.766970764205325,NA,3,1.53452589340822,35.6391304114188,11.3912870447223
1,2016,20.6021510539292,1,0.757767553426675,1.85693071787639,1,0.782830120802523,34.5475619052399,22.3599186073559
1,2017,NA,NA,NA,1.70353120891599,1,1.7610554566915,53.7441835296968,NA
1,2018,NA,NA,0.675183283950901,NA,0,1.08622419482636,54.7182014127845,NA
1,2019,12.5131790642483,2,0.715863994235406,1.51719546203001,0,0.481085469667607,32.3017200254343,15.2290430584837
1,2020,22.9695677902571,NA,0.557802828829153,1.49089077540543,0,0.640584493729179,41.4813562086047,NA
1,2021,NA,NA,NA,1.62967792594409,2,1.8726370689016,65.265360192231,NA
1,2023,NA,3,0.867277266079327,1.88494856681063,3,1.93913990924216,70.6816996450908,NA
2,2008,NA,NA,NA,1.85991367952001,2,3.45632649513428,56.6489323503659,NA
2,2009,0.978372238812653,0,NA,1.93327655534477,6,1.10192938647449,44.2950113035453,NA
2,2011,NA,1,0.383194531517802,1.91256286943834,3,1.4322048388165,41.9475878127596,NA
2,2012,NA,0,0.169073767377995,1.57874285350372,0,1.5690182926779,34.5578032651603,NA
2,2013,9.64494967582255,2,NA,1.42698223144044,1,1.87411134527223,51.7413987703316,NA
2,2014,NA,1,0.257537486133515,1.7653746921773,2,1.41373955660445,41.6768514391557,NA
2,2015,NA,0,0.36667849139485,2.17541739188727,3,0.703601108630547,50.1588808248076,NA
2,2018,NA,0,0.878939410191379,1.87919907152506,4,1.41724244800148,55.3087584443268,NA
2,2019,NA,1,NA,1.87834326769207,1,0.879530772844958,42.1453032473932,NA
2,2021,NA,0,NA,NA,3,2.01712906770656,74.1647725439209,NA
2,2022,22.5826600212504,NA,0.680005131289363,2.00991157978366,3,0.719686187542828,55.8780711994851,NA
3,2008,NA,0,-0.01820747317106,NA,3,1.2821564045758,47.3509670692757,NA
3,2011,NA,0,0.0129061090701725,1.78407895778481,1,1.62899119871841,39.8563661578988,NA
3,2012,6.0419559937302,0,0.665009511823882,NA,2,2.40071716851244,34.3002564956634,6.70696550555408
3,2013,NA,2,0.37190479633864,1.76991397651096,3,2.22688527906845,51.2479475546204,NA
3,2014,NA,1,0.242532528223819,1.70099454671865,1,1.03265141224956,34.8984037077467,NA
3,2015,NA,0,0.743645470662159,1.7797284500431,0,1.97219445237636,53.6316827510583,NA
3,2016,NA,NA,NA,1.89568646533869,1,1.02904100785782,37.1540093369105,NA
3,2017,NA,2,0.638776628431515,NA,1,1.21718821108333,52.4305516063925,NA
3,2019,NA,1,NA,1.72855993755524,3,0.984910828318922,48.1198970965842,NA
3,2020,12.2587887800885,1,0.919246160425246,1.84618328353282,3,1.84639105221499,48.5717698047964,14.1780349405137
3,2022,NA,1,NA,1.72591890607024,1,3.30502008464429,54.0456267651785,NA
3,2024,NA,NA,0.97639321871975,1.83996421153351,3,1.01640738259968,54.4594709900209,NA
4,2008,NA,0,0.022899074407178,1.84053762561538,0,3.08054738874771,43.7342305922418,NA
4,2009,NA,0,NA,1.86199665204491,1,3.88338120685259,73.7697195911594,NA
4,2010,3.53251536417451,0,0.413753942397307,1.96793880136634,1,1.91743719706493,40.5862307859575,3.94626930657182
4,2011,NA,0,0.170989044665475,1.71813210904548,2,0.950081782477476,31.9297213680547,NA
4,2013,NA,0,0.33933630042884,2.12925037478139,1,2.34115086255208,62.1608378551555,NA
4,2015,NA,0,0.174560435523745,1.68643272510145,2,0.577253646987477,40.8896611423788,NA
4,2017,8.29138480355118,2,0.352316735210479,1.60438231719672,4,1.45753050404909,50.9543241608239,10.6437015387617
4,2018,NA,NA,0.896170545573113,1.71670364063544,2,1.49380707685129,55.864878206201,NA
4,2019,NA,3,1.12740011938149,1.8242886670971,0,1.14093933311921,44.4602123991548,NA
4,2021,NA,NA,NA,NA,1,4.26783879188982,95.2580838174913,NA
4,2022,NA,3,1.10305851971498,2.26533874044869,4,1.32335008929713,61.4052406225823,NA
4,2024,NA,NA,1.02882360827061,1.4231213815902,2,0.847180418358672,49.189121296756,NA
5,2008,NA,0,0.300030112673994,1.61861652305745,4,1.44973933692669,45.2733483753128,NA
5,2009,NA,0,-0.0523140000295825,2.09839974937578,2,0.800226193186005,29.4820644533585,NA
5,2010,13.7833518666966,0,NA,1.69763539420311,0,1.97391028757636,37.5633625832808,NA
5,2011,NA,1,0.00274796281883027,1.51508052259442,3,2.13947957831727,58.5537663757197,NA
5,2012,NA,NA,NA,2.13770411566746,5,1.1709217309218,52.7810741532928,NA
5,2016,NA,1,0.844158558233175,1.63419658809363,3,1.39408819711951,42.6385139529968,NA
5,2019,13.6644888841315,2,0.591992230751202,1.79260065521507,2,0.198768163752325,32.954236464247,16.2564811148827
5,2020,NA,NA,0.904377489408944,1.66485964844646,1,1.33355552414636,56.1978289151409,NA
5,2021,NA,4,0.969925103447167,1.44770536223586,0,1.73293739690783,54.395995110217,NA
6,2008,NA,NA,-0.19929055373359,NA,6,0.64386994840408,51.1315421164474,NA
6,2009,NA,NA,-0.159929906076286,1.74851025469688,1,0.805094069538222,32.6128290537176,NA
6,2010,NA,NA,0.138506228584447,1.72301935863996,3,0.730815137673366,53.7451944057934,NA
6,2011,NA,NA,0.201120552461362,1.76241171801676,1,0.541703482743268,37.9713827162464,NA
6,2012,NA,NA,0.674632193607977,2.16996569889156,1,3.64784244211876,66.3714457990295,NA
6,2013,12.8374326828721,2,0.211576748566586,1.81450548632335,0,1.30654656538914,35.4811649628778,15.0490094314387
6,2014,NA,1,0.418791094227345,1.92205813413688,0,1.06599712727838,28.4169088105179,NA
6,2015,NA,1,NA,1.93283676750252,2,1.88464672804782,61.3924738262714,NA
6,2016,NA,1,NA,1.70145524934908,1,3.28611305419188,78.2847902936755,NA
6,2017,24.5246039174099,1,0.607466841378482,2.20758921939746,2,0.578510728045974,48.3511195837856,26.1320707587884
6,2018,NA,NA,0.805838737636805,2.0400038038823,1,0.224454081062883,39.9388593672292,NA
6,2019,NA,NA,0.966256996616721,1.8148893086373,2,0.91904707017643,51.700600991717,NA
6,2020,7.55915044722155,4,0.570111519860802,1.7544814708162,1,0.390203138678477,35.9784091965139,12.1292619670824
6,2021,NA,4,1.27084231821937,1.74257109270964,2,3.6661415966083,76.0948146051086,NA
6,2022,NA,NA,1.08802633878076,NA,2,1.29351300455125,61.946811957746,NA
6,2023,NA,5,0.818873315540259,1.92373030183016,3,0.973433157502162,54.6110223639419,NA
6,2024,NA,NA,1.06804384205316,1.76362237245415,3,1.45026949595687,68.5305159177581,NA
7,2020,NA,NA,1.1033954944287,NA,3,3.184137913129,76.8964615152518,NA
8,2009,6.21793860282583,0,0.388438293332001,1.46216031715748,3,0.738107257909018,41.0865823551637,6.60637689615783
8,2010,1.30731668763747,0,0.0137139370199293,1.62719034263736,0,0.809721779909435,18.3673551603866,1.3210306246574
8,2011,3.32178876020703,0,-0.0840374705148861,2.00524452595648,2,1.8498370778134,38.1017480366528,3.23775128969214
8,2012,NA,1,0.274769193696557,1.74384292054043,2,0.331293531878592,29.8355602989844,NA
8,2013,NA,NA,0.717417854306404,NA,6,2.29035789734334,66.9100188004473,NA
8,2014,NA,1,0.749393246180261,1.71275803918358,3,2.05166169270586,73.3255856552372,NA
8,2015,13.2750750728931,1,0.13280391250737,1.98554553533873,2,1.35191409182304,57.3219557846604,14.4078789854004
8,2016,22.4944566622798,NA,0.447294660916668,1.87338644570707,0,1.50619462322455,51.9710331532144,NA
8,2017,NA,1,0.569312821346102,1.75243321444026,2,1.34015951901239,41.5115449293388,NA
8,2018,15.8369083909915,1,1.08226661072695,1.850650829527,1,2.10870082931479,54.8420820826058,17.9191750017185
8,2019,NA,NA,NA,NA,1,2.19652608097253,64.2558722362854,NA
8,2020,12.4622992301061,1,0.469057287598844,1.51149239953803,2,0.684703953660774,43.3058427272603,13.9313565177049
8,2022,NA,NA,1.02836932284117,1.65690790002441,3,1.57928405706326,63.8852946130628,NA
8,2023,NA,NA,1.35669926363335,NA,3,1.83264212850556,68.8029154913339,NA
8,2024,NA,NA,1.31519699710771,1.711458516236,3,0.883811233149723,59.8615353229466,NA
9,2008,2.68958569669803,0,0.480830033789971,1.97120967002835,2,0.817214527990298,29.3334549657779,3.170415730488
9,2009,10.0796083281523,0,-0.0236098083260003,1.87730756234364,2,1.71788295483648,47.2033438749095,10.0559985198263
9,2010,NA,NA,NA,NA,4,3.80034502972769,80.16105731968,NA
9,2011,5.4770234239611,NA,NA,1.75253005328184,2,1.18940132648242,38.3460759765837,NA
9,2012,3.68557396867755,0,0.474989579233807,2.09718795816087,0,2.41012378348551,44.502149493943,4.16056354791135
9,2013,NA,2,0.0577327750361292,1.57729637944951,2,0.554190623154315,48.2168371491151,NA
9,2014,12.1649879935137,2,NA,1.30207586092199,1,1.09430704443627,40.2072907800834,NA
9,2015,NA,0,0.179961285786703,1.67510764319665,2,0.685992827413691,30.5175901609845,NA
9,2016,NA,2,0.429989298034343,NA,0,3.04479507516029,62.6571682770094,NA
9,2018,NA,1,0.982294216926675,1.52573246902773,3,0.576742934153174,36.6261661664016,NA
9,2020,NA,NA,NA,NA,1,3.82654223378963,85.9584130621597,NA
9,2021,NA,1,NA,1.62363306821116,3,2.83282490002847,66.570007261973,NA
9,2022,NA,4,0.732112531753955,1.73030566838748,3,1.31684809502545,50.1202748663533,NA
10,2012,NA,1,NA,1.71120731273462,3,2.15049840506747,45.9380136959541,NA
10,2021,20.9511576765831,NA,NA,1.56508624482041,1,1.31395641727446,62.9638662239256,NA
11,2008,2.90428369720667,0,0.14482983155176,1.9321416438387,3,0.660246738503112,28.2058813295409,3.04911352875843
11,2009,13.0027019573595,NA,0.476090089243371,1.8739170933598,2,0.786447874882882,43.120916488441,NA
11,2010,-4.81861764841938,0,-0.168105618067784,1.97689126207453,3,1.36278257082191,33.4691446075071,-4.98672326648716
11,2011,6.97893078247398,0,0.0436871706333477,1.68811360361249,5,0.747199219718886,40.0000719924511,7.02261795310733
11,2012,NA,1,0.0297995426080888,1.90540028207134,2,0.62934633700849,51.8152999644278,NA
11,2013,NA,2,NA,1.97202847295329,2,1.04737785577475,52.157220312001,NA
11,2014,NA,NA,NA,NA,0,4.60665095209722,78.7900481025601,NA
11,2016,NA,1,0.580817966896575,1.59825822055886,4,1.40615216080911,61.0870902923827,NA
11,2017,8.26250904730023,0,0.985458887720597,1.59976255511414,2,1.71067044957933,43.8764739245178,9.24796793502082
11,2018,11.9147384394967,3,0.323598754679551,1.79721119239493,2,0.89225234798635,46.4438579035093,15.2383371941762
