"x1","x2","x3","z1","z2","z3","y","x_sum"
1.55910561456421,2,-1.53066509985365,2.38380154183037,1,0.831884815004273,31.1206669461516,2.02844051471056
0.181130066677758,5,5.34625961235724,1.88663379685223,1,1.17407469469992,44.6063115607134,10.527389679035
7.59627044432149,5,1.7689610067755,1.78851034094906,5,1.12455109572604,44.8456136148926,14.365231451097
-0.584350854079969,4,5.8325070021674,1.96040800696985,4,0.577187607077484,36.8062206404157,9.24815614808744
1.36736540224033,1,-2.35531499935314,1.83875466798871,3,1.09741258148351,33.8291072847157,0.0120504028871911
3.80155220874291,1,2.51636968413368,1.30462932336431,2,2.10666739532245,49.3269774788692,7.31792189287659
-1.60958426588825,5,-0.843417955795303,1.41621413901163,1,1.61722038467628,22.4840995381515,2.54699777831645
3.09691712650941,5,0.436316245235503,1.73405104547279,2,3.42754527628058,73.0073419425112,8.53323337174491
5.60865369569978,5,-2.36691377218813,2.03530996075021,0,1.16932021132623,34.6099695030326,8.24173992351166
1.45998261554761,5,-2.86452793842182,1.73443104414299,3,0.663730950756557,34.1230431571993,3.59545467712579
5.42060288887648,4,0.733252522302791,1.8876764572473,3,2.48269743674876,53.68654666599,10.1538554111793
9.84340979576626,4,3.76103533501737,1.67461142281785,3,5.72138743359864,103.240660660211,17.6044451307836
-3.498715173127,5,-2.51966456975788,1.55998852992733,2,0.889338373630984,21.8442879812523,-1.01837974288488
0.532865933672084,5,2.65391153935343,1.65148543194636,0,2.58486781379883,54.9068270778267,8.18677747302551
9.33746473278114,2,0.75383337191306,1.57930872687854,2,0.553551462414374,33.2258210447504,12.0912981046942
-0.48500606269644,1,-0.302785471547395,1.68334040925974,2,2.91994658348719,55.8981526242552,0.212208465756165
7.58442844702789,1,0.974850330501795,1.56973020544245,0,1.93291226706993,51.5381245187555,9.55927877752969
6.71317207449168,4,-2.44368991605006,1.69179494749881,1,4.18504409837134,60.2518258478246,8.26948215844162
6.81090059087994,5,3.24261405598372,1.86399262747867,1,0.87136386087333,43.5825891770654,15.0535146468637
-0.784841087894057,4,3.84728626487777,1.55769138550284,1,1.20576901132525,30.9289974280256,7.06244517698371
2.12324150723181,4,2.8926817921456,1.93837068506335,0,0.785935101219462,39.9635535046497,9.01592329937741
6.37099584057919,0,0.39858586457558,1.70534081161414,4,2.14883882492573,61.4264099287658,6.76958170515477
2.64155110169673,5,5.72547876555473,2.08479201851309,1,0.998169096665906,44.516755273315,13.3670298672515
9.69723588161557,3,3.82963880896568,1.68600947434593,1,0.8009559780656,44.3519110778016,16.5268746905812
1.39711807692286,1,2.66549916006625,1.34811181342871,2,2.55974814133074,49.3979811364215,5.06261723698911
6.66141941556418,5,-1.21513753733598,1.86109494854697,3,2.25619200627224,62.673195708401,10.4462818782282
0.286832590269317,0,0.0375058224890381,2.11550409449771,2,2.01685266180366,44.7605261746873,0.324338412758355
7.68505466415135,0,-2.24422132177278,1.94262556809701,5,0.591129546375629,41.5755114196338,5.44083334237857
5.21145262750754,1,2.65954673057422,1.75918383361247,3,1.54241167680887,51.3189039536719,8.87099935808176
8.15468250730673,5,-0.570713978726417,2.04412704506495,3,1.26373831926158,45.4362148159483,12.5839685285803
11.5415832676325,0,2.26717009954154,1.35221317342074,0,1.65374908974508,43.0005194220038,13.808753367174
4.99309988521029,0,-0.716879439773038,1.96474173029326,2,1.14475007176816,35.2722340579513,4.27622044543726
-2.68960668064154,4,2.57949294196442,1.92963214447062,3,2.94344600954488,51.7122685350851,3.88988626132288
7.03374960201176,0,4.32441128161736,1.66736724938118,1,3.05560291204945,69.5424921876851,11.3581608836291
9.55709587878325,1,3.21419894322753,1.60538743573322,1,3.74887178626458,70.2938309103397,13.7712948220108
-2.47075438523806,2,4.34075695672072,1.60207303878476,1,1.74678395118409,37.7401666082746,3.87000257148267
14.1538252811271,3,-1.45096185919829,1.65064240645999,1,1.73391717674023,52.4957600603494,15.7028634219288
13.3921456436911,4,5.68217818276025,1.72654613061601,2,0.817952949092252,45.1232466142501,23.0743238264514
-0.333225544804157,0,-0.516884021926671,1.75402813593437,4,1.23309136882972,38.3844398343945,-0.850109566730828
8.16895049821524,1,-1.23229936673306,1.53451943712412,2,2.71148587047742,47.3124958982708,7.93665113148218
1.28462551661601,0,-2.73285695887171,1.76328996149034,3,0.889883787734073,29.0541704637511,-1.4482314422557
12.6754257833336,4,5.82854865049012,1.55850895630137,3,2.21570615730118,65.0932920143948,22.5039744338237
12.4487960487003,4,-0.0646236883476377,1.5701818154528,2,1.81980421618747,56.3744733113583,16.3841723603526
14.6113720283368,0,0.413840121589601,1.66750785336751,3,1.2805289554196,43.6827338883085,15.0252121499264
11.4387246260668,3,3.63836565613747,1.76722762201307,0,1.251732738895,45.8776012398217,18.0770902822042
