"id","year","x1","x2","x3","z1","z2","z3","indicator","y","x_sum"
1,1994,-10.8137755477626,4,-0.670610095752636,1.78019226094782,4,2.32465094787616,2,30.9462618407403,-7.48438564351522
1,1996,-7.45208545516425,1,-0.213741372310324,1.78019226094782,4,2.32465094787616,1,35.5548269827953,-6.66582682747458
1,2010,6.84298281917427,7,0.404993196309078,1.78019226094782,4,2.32465094787616,1,58.4870639186692,14.2479760154833
1,2016,21.0046353006239,6,1.09456164599396,1.78019226094782,4,2.32465094787616,1,75.0367860425467,28.0991969466179
2,1990,-16.2055066934263,1,-1.0505639637704,1.63398339602702,0,1.41100473148285,2,-11.8931265944971,-16.2560706571967
2,1992,-19.2760389999771,3,-0.503368043660885,1.63398339602702,0,1.41100473148285,1,-6.63170484456754,-16.779407043638
2,1994,-7.04725873977281,2,-0.71752981535974,1.63398339602702,0,1.41100473148285,2,10.0575076016108,-5.76478855513255
2,1996,-2.01449757123032,3,-0.617250360402977,1.63398339602702,0,1.41100473148285,3,22.2980184935357,0.368252068366701
2,1998,-13.931923403615,5,-0.117924427322578,1.63398339602702,0,1.41100473148285,1,11.5898050192741,-9.04984783093755
2,2000,3.8254365608484,6,-0.129747976578074,1.63398339602702,0,1.41100473148285,1,44.8535062343636,9.69568858427033
2,2002,6.54097585814475,6,0.0813754629634786,1.63398339602702,0,1.41100473148285,1,51.8679259725415,12.6223513211082
2,2004,2.23571868288491,7,-0.197107470652554,1.63398339602702,0,1.41100473148285,1,43.7221596156158,9.03861121223235
2,2006,5.12733265756879,2,0.399394376116106,1.63398339602702,0,1.41100473148285,1,43.3378414530421,7.52672703368489
2,2008,4.77823454423105,2,0.39169105963083,1.63398339602702,0,1.41100473148285,2,42.6451477337588,7.16992560386188
2,2010,10.0632694754784,7,0.393392405560007,1.63398339602702,0,1.41100473148285,1,63.7469708688378,17.4566618810384
2,2012,13.2778615633972,14,0.693079860997386,1.63398339602702,0,1.41100473148285,1,89.1770848581219,27.9709414243946
2,2014,10.6583682823127,7,0.484080896509113,1.63398339602702,0,1.41100473148285,2,65.7618980625058,18.1424491788218
2,2016,17.4244598418688,7,0.615488657611422,1.63398339602702,0,1.41100473148285,1,78.9949751661132,25.0399484994803
2,2018,19.6961841937953,8,1.08058635305497,1.63398339602702,0,1.41100473148285,1,90.3357327962156,28.7767705468502
2,2020,24.425093374877,4,0.883964922424639,1.63398339602702,0,1.41100473148285,1,87.0013245776333,29.3090582973016
3,1990,-13.8972581917712,4,-0.581449051504023,1.65628804033408,5,2.11701636936975,1,23.8557740080695,-10.4787072432753
3,1992,-13.9992572010181,1,-0.625517279200722,1.65628804033408,5,2.11701636936975,1,16.151946398677,-13.6247744802188
3,1994,-7.34915334650918,3,-0.353063806309365,1.65628804033408,5,2.11701636936975,1,33.8106167758767,-4.70221715281855
3,1996,-3.27030173586058,4,-0.55948711396195,1.65628804033408,5,2.11701636936975,1,40.094872296853,0.170211150177465
3,1998,5.73486891082553,4,-0.0683403824223205,1.65628804033408,5,2.11701636936975,1,58.9309895711308,9.6665285284032
3,2000,0.548984675001293,6,-0.466749004815938,1.65628804033408,5,2.11701636936975,1,51.5603600533621,6.08223567018536
3,2002,8.75555436995228,0,-0.147965013398789,1.65628804033408,5,2.11701636936975,1,53.1887726148419,8.60758935655349
3,2004,1.26439468151079,8,0.329314299102407,1.65628804033408,5,2.11701636936975,1,65.9057598169975,9.5937089806132
3,2006,3.03514874426696,8,0.0160509331617504,1.65628804033408,5,2.11701636936975,1,65.20774722128,11.0511996774287
3,2008,14.91617244709,7,0.561625801346963,1.65628804033408,5,2.11701636936975,1,86.6002486721163,22.477798248437
3,2010,17.5036728718649,3,0.6242436451721,1.65628804033408,5,2.11701636936975,3,81.7334501720582,21.127916517037
3,2012,11.5757544841636,10,0.251717822306091,1.65628804033408,5,2.11701636936975,3,85.318232779387,21.8274723064696
3,2014,11.7152293819033,2,0.824667695356766,1.65628804033408,5,2.11701636936975,3,72.8102719662745,14.5398970772601
3,2016,15.1943915254919,4,0.718916153244209,1.65628804033408,5,2.11701636936975,1,81.63168605119,19.9133076787361
3,2018,13.8058785718406,3,1.19453946303111,1.65628804033408,5,2.11701636936975,1,82.2901747258605,18.0004180348717
3,2020,27.0576403010311,8,1.13258811444393,1.65628804033408,5,2.11701636936975,3,113.375569986133,36.1902284154751
4,1990,-9.45785926099893,2,-0.753837845957605,1.86590731953439,3,0.746390380747767,1,3.16056291627107,-8.21169710695654
4,1992,-6.95299739134111,2,-0.775301149784354,1.86590731953439,3,0.746390380747767,2,6.97016389620958,-5.72829854112547
4,1996,-3.21631181698899,4,-0.315311590704368,1.86590731953439,3,0.746390380747767,1,22.3356970649233,0.46837659230664
4,1998,1.19048854725088,2,-0.58728198040626,1.86590731953439,3,0.746390380747767,1,22.1794468764324,2.60320656684462
4,2000,12.5615416356752,10,0.0124492960749194,1.86590731953439,3,0.746390380747767,2,64.2819266681237,22.5739909317501
4,2002,3.02058010825999,6,0.159375990973786,1.86590731953439,3,0.746390380747767,1,41.8994358567344,9.17995609923378
