"x1","x2","x3","z1","z2","z3","y","x_sum"
1.55910561456421,NA,-1.53066509985365,2.38380154183037,1,0.831884815004273,31.1206669461516,NA
NA,5,5.34625961235724,1.88663379685223,1,1.17407469469992,44.6063115607134,NA
NA,5,1.7689610067755,1.78851034094906,5,1.12455109572604,44.8456136148926,NA
-0.584350854079969,4,5.8325070021674,1.96040800696985,4,0.577187607077484,36.8062206404157,9.24815614808744
NA,1,-2.35531499935314,1.83875466798871,3,1.09741258148351,33.8291072847157,NA
NA,NA,NA,NA,2,2.10666739532245,49.3269774788692,NA
NA,5,-0.843417955795303,1.41621413901163,1,1.61722038467628,22.4840995381515,NA
NA,NA,0.436316245235503,1.73405104547279,2,3.42754527628058,73.0073419425112,NA
5.60865369569978,5,-2.36691377218813,2.03530996075021,0,1.16932021132623,34.6099695030326,8.24173992351166
1.45998261554761,5,-2.86452793842182,1.73443104414299,3,0.663730950756557,34.1230431571993,3.59545467712579
NA,4,NA,NA,3,2.48269743674876,53.68654666599,NA
NA,NA,NA,NA,3,5.72138743359864,103.240660660211,NA
-3.498715173127,5,-2.51966456975788,1.55998852992733,2,0.889338373630984,21.8442879812523,-1.01837974288488
NA,NA,2.65391153935343,1.65148543194636,0,2.58486781379883,54.9068270778267,NA
NA,NA,0.75383337191306,1.57930872687854,2,0.553551462414374,33.2258210447504,NA
NA,1,-0.302785471547395,1.68334040925974,2,2.91994658348719,55.8981526242552,NA
NA,1,0.974850330501795,NA,0,1.93291226706993,51.5381245187555,NA
NA,4,-2.44368991605006,1.69179494749881,1,4.18504409837134,60.2518258478246,NA
NA,5,3.24261405598372,1.86399262747867,1,0.87136386087333,43.5825891770654,NA
NA,4,3.84728626487777,1.55769138550284,1,1.20576901132525,30.9289974280256,NA
NA,4,NA,NA,0,0.785935101219462,39.9635535046497,NA
NA,NA,0.39858586457558,NA,4,2.14883882492573,61.4264099287658,NA
NA,5,5.72547876555473,2.08479201851309,1,0.998169096665906,44.516755273315,NA
NA,3,NA,1.68600947434593,1,0.8009559780656,44.3519110778016,NA
NA,1,2.66549916006625,1.34811181342871,2,2.55974814133074,49.3979811364215,NA
NA,NA,NA,1.86109494854697,3,2.25619200627224,62.673195708401,NA
NA,0,NA,2.11550409449771,2,2.01685266180366,44.7605261746873,NA
NA,0,-2.24422132177278,1.94262556809701,5,0.591129546375629,41.5755114196338,NA
NA,1,2.65954673057422,1.75918383361247,3,1.54241167680887,51.3189039536719,NA
8.15468250730673,5,-0.570713978726417,2.04412704506495,3,1.26373831926158,45.4362148159483,12.5839685285803
11.5415832676325,0,2.26717009954154,1.35221317342074,0,1.65374908974508,43.0005194220038,13.808753367174
NA,0,-0.716879439773038,1.96474173029326,2,1.14475007176816,35.2722340579513,NA
NA,NA,NA,NA,3,2.94344600954488,51.7122685350851,NA
NA,NA,4.32441128161736,NA,1,3.05560291204945,69.5424921876851,NA
NA,1,3.21419894322753,NA,1,3.74887178626458,70.2938309103397,NA
NA,NA,4.34075695672072,1.60207303878476,1,1.74678395118409,37.7401666082746,NA
NA,NA,-1.45096185919829,NA,1,1.73391717674023,52.4957600603494,NA
13.3921456436911,4,5.68217818276025,NA,2,0.817952949092252,45.1232466142501,23.0743238264514
NA,NA,NA,1.75402813593437,4,1.23309136882972,38.3844398343945,NA
NA,NA,-1.23229936673306,1.53451943712412,2,2.71148587047742,47.3124958982708,NA
1.28462551661601,0,-2.73285695887171,1.76328996149034,3,0.889883787734073,29.0541704637511,-1.4482314422557
NA,NA,5.82854865049012,1.55850895630137,3,2.21570615730118,65.0932920143948,NA
NA,NA,-0.0646236883476377,1.5701818154528,2,1.81980421618747,56.3744733113583,NA
NA,0,0.413840121589601,1.66750785336751,3,1.2805289554196,43.6827338883085,NA
11.4387246260668,3,NA,1.76722762201307,0,1.251732738895,45.8776012398217,NA
NA,5,1.25964896846563,NA,1,1.76595851768993,50.3528536938359,NA
NA,5,0.607377815293148,1.72019552194897,1,0.479491570066234,27.6530090963304,NA
NA,2,0.579915079521015,1.70425599895949,2,1.73656727354935,34.9906273312797,NA
NA,5,-0.581110621104017,2.15658287778056,6,0.233232682481386,45.64109559573,NA
NA,NA,NA,NA,3,3.02273573685964,70.4989794771884,NA
8.3831432485971,4,3.41603887220845,1.85014241451129,1,1.42779470588666,39.6271022981828,15.7991821208055
NA,1,-2.30577904963866,1.83133400125134,3,0.764635446223785,25.1097681490011,NA
NA,NA,2.24861818808131,1.77933909989919,7,1.68611291028334,62.9336781140074,NA
NA,2,3.03874866105616,1.85181694672929,3,2.23396588749612,25.6807997446126,NA
NA,5,3.6726990735624,1.71999996615588,0,2.04734745971373,54.6004646679516,NA
NA,5,NA,1.75643240655495,1,2.10567682306544,40.3140315737951,NA
NA,1,-1.58588111540303,2.06244570632651,4,2.37162130083873,68.2104874957382,NA
NA,NA,1.34590772911906,2.28395211923087,0,1.57085834459037,31.5367410263423,NA
NA,0,2.91558559820987,1.64885405029838,2,2.3768621784838,44.1861058053495,NA
NA,4,-0.342172160279006,1.60155365899737,2,1.58636989932333,53.9177766871077,NA
NA,0,-0.179150132462382,1.63457798373054,0,0.238747027660498,17.7862694972781,NA
2.77393200017517,NA,-2.28950241627172,1.89817839754279,2,2.85392395402075,44.463999006694,NA
-1.55256360461945,4,3.90692898980342,1.64432052367993,3,0.518333980373125,26.3833062260779,6.35436538518397
-3.92204201370886,1,4.22674971073866,1.47259797491553,0,0.779083288129685,20.1627423046347,1.30470769702979
NA,2,NA,NA,0,3.65749367134921,64.5502512100707,NA
NA,4,2.20297460351139,1.69271930113395,4,1.96676834671813,58.1456111699717,NA
NA,0,-2.62461007107049,1.76616752575773,2,1.48026761522379,27.2776135818477,NA
NA,NA,-1.19347727461718,2.21486311353873,1,1.13385804022842,45.3030999559172,NA
NA,NA,2.43629073095508,1.90051135136721,0,2.32838378100013,54.9256657853635,NA
NA,NA,-2.1508141765371,NA,2,2.99413009358619,67.7852747878886,NA
6.8963603350125,1,-1.0484803263098,1.53478550330574,3,1.08749578053247,35.2449222283795,6.8478800087027
1.45212358930963,3,0.111548164626583,1.69980053068097,0,0.925180175755,24.5641753207258,4.56367175393621
NA,NA,1.09504757006653,NA,2,1.03249511275598,60.4178464959499,NA
NA,2,0.35178605094552,1.81138081819455,3,1.16041763620463,39.5109747257665,NA
-4.97897175783056,4,5.11369176465087,NA,3,0.738488575048218,25.7422791283797,4.1347200068203
NA,NA,5.56800534180366,1.63437915175435,3,1.50340367441865,46.675142005199,NA
NA,1,-2.4820573318284,1.57693374311145,2,1.81502901512873,32.9009717437075,NA
3.81012264144725,5,1.28037732490338,1.8624861389979,3,0.962978831169349,45.1363737212592,10.0904999663506
NA,2,3.99852357781492,1.59220373952993,3,2.01417972513012,44.4474665883276,NA
NA,1,-0.179306400474161,2.07655420121353,1,1.11533375773268,39.6495008786658,NA
NA,NA,-0.871840138686821,NA,3,0.453223461120041,25.3691357077295,NA
NA,1,3.55817582504824,1.77140438028949,1,1.30350497109119,44.7712641621009,NA
NA,0,NA,2.4206942179668,4,0.809376822583227,50.1112631114383,NA
NA,NA,3.17384227761067,1.94193545477548,3,2.70251807312276,60.3842092372715,NA
0.0820676447728133,1,1.16204023500904,2.0512792316894,3,2.99666487503915,58.4028861371226,2.24410787978186
3.36433642463429,2,-0.475814974168316,1.78851507814366,0,0.595741279787687,21.9266980315093,4.88852145046597
NA,1,-1.36595239606686,2.01283677854705,5,2.39573735617118,50.8964912884872,NA
NA,1,NA,1.61701647625657,1,1.20802805238509,35.8321448259503,NA
NA,NA,-2.39152848604135,2.03033632402706,5,3.03410963381185,58.5535573802687,NA
NA,5,2.42951900605112,1.42508729161579,1,0.534458254085985,39.3121174089066,NA
NA,3,2.84134886506945,1.81876151850962,1,0.6738279258967,44.7196283329926,NA
NA,0,4.37962573603727,1.9973025087797,1,1.20182982184947,36.6430901307445,NA
NA,5,-2.69132809038274,NA,1,1.47735451933449,45.7551211256724,NA
NA,1,0.714605765417218,2.00386353897691,0,3.18324950026094,54.4569699903878,NA
NA,5,5.85515653900802,1.81004205748915,1,1.71327085425324,40.9392371089373,NA
NA,0,-1.76092496537603,1.96515135926409,2,1.23391643497383,40.6203535979988,NA
NA,NA,1.08299049152993,1.98867949403371,4,2.13336561569261,67.5591711647604,NA
NA,2,-0.0740180185530335,1.53767828213821,3,0.653926965210964,27.8666071838894,NA
5.29047499425973,NA,-0.739248677389696,1.67669474724286,3,0.452833915722714,41.3747343620431,NA
-5.81818313366024,3,-0.171168173896149,1.90485998230286,0,1.09838015498025,18.3644605089128,-2.98935130755639
NA,3,NA,NA,2,1.44235049816002,41.7978620553578,NA
-3.98163143440466,2,2.44142369320616,1.73922831912534,1,0.72684283654985,19.8886550867537,0.459792258801506
NA,3,-1.48141591181047,1.81475123752109,1,0.821114360357116,25.5594889658969,NA
NA,5,-0.886645662132651,NA,3,3.73869552346203,75.2437711767632,NA
NA,NA,5.83950201887637,1.82170765722238,6,0.411886427186886,44.4224336106315,NA
NA,NA,5.94086548453197,1.65593349969462,4,1.05937113739091,45.558042740513,NA
8.70239526782352,1,-2.20314039685763,1.45866674721771,5,0.298381303817911,32.9312303397597,7.49925487096589
-0.278441058237975,NA,NA,NA,4,2.90550355908359,71.9697906396079,NA
NA,NA,NA,NA,3,2.54620211327444,67.4889255780879,NA
NA,5,0.58293281821534,1.85572392678385,2,1.66264648450497,43.4889420284131,NA
NA,NA,0.537693570367992,2.00147625050204,1,1.4343564388755,44.5931228089162,NA
2.95263837297118,3,0.23172829253599,2.0713694995633,1,0.897491093986416,29.0163293421538,6.18436666550717
NA,NA,-0.349507689708844,1.750062560268,1,2.1717304191642,45.6761849089634,NA
NA,2,2.3298569326289,NA,1,1.80237747006984,40.3920146850243,NA
NA,NA,NA,1.7159672235382,1,2.10034453148607,56.7060346940917,NA
NA,NA,4.26468856399879,1.95279069405466,2,1.60967602665051,59.2600149031537,NA
10.0660732604529,1,-1.24841426499188,1.57236025897712,0,1.15733176745994,41.5127904943962,9.81765899546101
3.86329726960388,NA,3.24976038909517,1.83577048358321,0,1.06846219502589,47.5210432252475,NA
NA,5,-2.47907351888716,1.69301363778843,2,0.83341622886458,43.0164676878307,NA
0.6221252821357,4,0.273497030138969,NA,0,1.86116937184817,26.0535537863109,4.89562231227467
NA,3,1.52846821839921,1.94016919548561,2,1.73623175320659,48.2091262907631,NA
5.66429672619237,2,2.80623799469322,1.548332434789,2,1.11396768354736,37.3974749808752,10.4705347208856
NA,NA,5.24400784308091,NA,3,1.87202668753764,64.8170804555605,NA
NA,NA,4.2796768695116,1.54297303907223,1,2.00738619453124,49.0628798470211,NA
NA,NA,NA,1.7187332168067,2,1.0984916368036,56.8034599127118,NA
2.33891594077728,NA,-0.8407809776254,2.04642581894034,2,1.11357172932448,36.1214650844079,NA
NA,4,-0.844632715685293,1.67529289897613,1,1.42191949571337,22.2508744191233,NA
NA,5,-1.15142281888984,2.1765688137154,2,1.4712258993533,40.9254284379169,NA
NA,4,1.08496560528874,1.73399875817167,3,1.69079924412338,48.2648863621109,NA
10.0496496463432,0,2.23303385381587,1.65077135082768,1,0.116542969470791,24.6980427858524,12.2826835001591
NA,4,5.64778493111953,1.54487092251347,0,0.462932778942262,41.8052727699655,NA
5.55138409706446,3,-1.15730942110531,1.69596544646992,2,1.39246898614493,38.9139300319752,7.39407467595915
5.36363489594174,NA,0.48883906728588,1.91036347340337,2,1.29727145643347,39.422614017638,NA
9.4351000935863,1,2.47029555262998,1.65573683676779,2,0.188021810370883,33.9784666887298,12.9053956462163
5.04831429677677,2,3.46788267209195,1.69173415875701,2,0.662527089770695,38.0530544659997,10.5161969688687
NA,5,4.3202218262013,1.61365686032424,1,0.74051114007657,40.9973214377978,NA
NA,4,-1.5907970010303,1.84284533264552,0,1.28624078983673,31.9752151349341,NA
NA,NA,-2.25115387444384,NA,4,2.9805977818438,52.8663544696434,NA
NA,5,4.02171721751802,2.13681477032415,2,1.70558350724108,45.9873351130946,NA
-6.73953861372417,3,1.18427603272721,1.45337573524868,2,0.828438178967487,18.9562118455616,-2.55526258099696
NA,2,0.037209989503026,1.88343663231351,3,1.70039015514255,52.1838782451207,NA
3.03904474123259,5,2.21381990402006,2.06544604500951,2,0.175265397843341,36.5666393344671,10.2528646452526
5.53277003438978,0,0.111424135509878,2.11530578311217,1,1.70088774072448,28.801330989958,5.64419416989965
NA,3,NA,1.57118890831588,1,2.61040431527907,49.0993742096322,NA
NA,NA,0.95283779525198,1.46083554284667,2,2.13946767290278,53.4103524869814,NA
NA,NA,-1.91005657031201,1.68084211000708,3,1.64076763312323,55.8899919395854,NA
NA,1,NA,1.73857083587559,5,1.44143742783209,48.5943915495692,NA
NA,1,NA,2.11362753542794,0,0.676209456521091,37.6092549405122,NA
NA,0,-2.93131948169321,1.63880460952067,2,1.73707351043535,32.9032201620437,NA
NA,3,NA,NA,4,3.14795643959693,59.024279118679,NA
NA,0,NA,2.01450774025895,3,1.81136766108141,42.7965231889831,NA
NA,5,3.78897612425499,1.75824813392857,3,0.123278460270803,38.7644488304193,NA
3.24648895011574,4,2.41398157482035,1.64169581154357,1,1.27742885782167,34.7582710623635,9.6604705249361
